ID,Severity,Weather_Condition,Sunrise_Sunset,start_hour,start_month,start_weekday,duration_minutes,Distance(mi),Temperature(F),Visibility(mi),Amenity,Bump,Crossing,Junction,Railway,Stop,Traffic_Signal
A-1232168,3,Cloudy,Night,20,12,5,30.766666666666666,7.050000190734862,24.0,10.0,0,0,0,0,0,0,0
A-1263444,2,Mostly Cloudy,Day,14,11,1,31.116666666666667,0.0,54.0,10.0,0,0,0,0,0,0,0
A-1260192,3,Fair,Night,20,11,2,106.1,0.0,57.0,5.0,0,0,0,0,0,0,0
A-1209849,2,Mostly Cloudy,Day,7,12,2,89.65,0.0,31.0,10.0,0,0,0,0,0,0,0
A-1292249,3,Cloudy,Day,9,9,2,59.45,0.0,77.0,10.0,0,0,0,0,0,0,0
A-1290485,3,Partly Cloudy,Day,16,9,1,29.216666666666665,0.0,88.0,10.0,0,0,0,0,0,0,0
A-1290757,2,Mostly Cloudy,Night,6,9,1,45.083333333333336,0.0,63.0,10.0,0,0,0,0,0,0,0
A-1255966,3,Fair,Day,12,11,6,150.13333333333333,0.0,64.0,10.0,0,0,0,0,0,0,0
A-1296567,2,Smoke,Day,14,9,5,48.81666666666667,0.0,82.0,2.0,0,0,0,0,0,0,0
A-1239210,2,Light Snow,Day,10,12,0,58.81666666666667,0.0,32.0,7.0,0,0,1,0,0,0,0
A-1256374,3,Cloudy,Day,17,11,5,59.666666666666664,0.0,45.0,10.0,0,0,0,0,0,0,0
A-1247583,3,Fair,Day,15,11,6,46.93333333333333,0.0,50.0,10.0,0,0,0,0,0,0,0
A-1255714,2,Cloudy,Day,10,11,0,136.15,0.0,60.0,10.0,0,0,0,0,0,0,0
A-1232871,3,Light Rain,Night,18,12,4,27.6,0.0,69.0,10.0,0,0,0,0,0,0,0
A-1292516,2,Cloudy,Night,4,9,2,28.966666666666665,0.0,73.0,3.0,0,0,0,0,0,0,0
A-1295578,2,Fair,Day,17,9,4,45.516666666666666,0.0,89.0,10.0,0,0,0,0,0,0,0
A-1300847,3,Light Rain,Day,17,9,2,44.233333333333334,0.0,65.0,6.0,0,0,0,0,0,0,0
A-1282166,3,Fair,Day,7,11,2,45.4,0.0,54.0,10.0,0,0,0,0,0,0,0
A-1248655,3,Mostly Cloudy / Windy,Night,22,11,4,78.66666666666667,0.0,41.0,8.0,0,0,0,0,0,0,0
A-1287477,3,Fair,Day,15,10,5,59.71666666666667,0.0,81.0,10.0,0,0,0,0,0,0,0
A-1284226,2,Fair,Day,9,11,1,60.88333333333333,0.0,52.0,10.0,0,0,0,0,0,0,0
A-1230438,3,Cloudy,Night,18,12,0,29.716666666666665,0.0,46.0,10.0,0,0,0,0,0,0,0
A-1253291,2,Mostly Cloudy,Day,16,11,1,57.6,0.0,81.0,10.0,0,0,0,0,0,0,1
A-1256564,3,Fair,Day,10,11,5,134.66666666666666,4.300000190734863,72.0,10.0,0,0,0,0,0,0,0
A-1290812,2,Partly Cloudy,Night,19,9,1,105.68333333333334,0.0,62.0,10.0,0,0,0,0,0,0,0
A-1253814,3,Partly Cloudy,Day,8,11,1,31.3,0.0,50.0,10.0,0,0,0,0,0,0,0
A-1271306,3,Light Rain / Windy,Night,20,11,2,103.6,0.0,77.0,10.0,0,0,0,0,0,0,0
A-1301501,3,Fair,Day,17,9,2,80.61666666666666,0.0,83.0,10.0,0,0,0,0,0,0,0
A-1240402,3,Fair,Day,16,12,0,62.35,0.0,62.0,10.0,0,0,0,0,0,0,0
A-1226335,3,Fog,Day,14,12,2,109.66666666666667,0.0,35.0,2.0,0,0,0,0,0,0,0
A-1225904,2,Fair,Day,11,12,3,46.21666666666667,0.0,59.0,10.0,0,0,0,0,0,0,0
A-1278074,2,Mostly Cloudy,Night,18,11,4,29.866666666666667,0.0,76.0,10.0,0,0,0,0,0,0,0
A-1232505,2,Fair,Day,9,12,4,89.66666666666667,0.0,43.0,10.0,0,0,1,0,0,0,1
A-1292636,2,Fog,Night,6,9,3,59.43333333333333,0.0,76.0,0.25,0,0,0,0,0,0,0
A-1269932,3,Fair,Night,4,11,3,75.68333333333334,0.0,62.0,10.0,0,0,0,0,0,0,0
A-1279400,2,Mostly Cloudy,Day,15,11,3,29.733333333333334,0.0,63.0,10.0,0,0,0,0,0,0,0
A-1272968,2,Partly Cloudy,Day,7,11,1,29.733333333333334,0.0,79.0,10.0,0,0,1,0,0,0,0
A-1282793,2,Fair,Day,6,11,1,91.86666666666666,0.0,37.0,10.0,0,0,0,0,0,0,0
A-1262873,2,Fair,Night,4,11,1,50.583333333333336,0.0,22.0,10.0,0,0,0,0,0,0,0
A-1288984,3,Fair,Day,17,9,0,29.55,0.0,86.0,10.0,0,0,0,0,0,0,0
A-1239317,2,Cloudy,Day,11,12,0,95.68333333333334,0.0,33.0,7.0,0,0,0,0,0,0,0
A-1225912,3,Partly Cloudy,Day,13,12,3,89.25,0.0,60.0,10.0,0,0,0,0,0,0,0
A-1274656,2,Partly Cloudy,Night,17,11,0,60.86666666666667,0.0,69.0,10.0,0,0,1,0,1,0,1
A-1213495,2,Fair,Night,18,12,0,29.85,0.0,56.0,10.0,0,0,1,0,0,1,0
A-1281498,2,Fair,Night,19,11,2,74.68333333333334,0.0,52.0,10.0,0,0,1,0,1,0,1
A-1298337,2,Mostly Cloudy,Day,10,9,0,134.78333333333333,0.0,82.0,10.0,0,0,0,0,0,0,0
A-1309485,2,Fair,Night,20,9,1,75.21666666666667,0.0,97.0,10.0,0,0,1,0,0,0,1
A-1276936,2,Cloudy,Night,16,11,5,64.18333333333334,0.0,44.0,10.0,0,0,0,1,0,0,0
A-1291804,3,Light Rain,Day,6,9,3,45.016666666666666,0.0,77.0,3.0,0,0,0,0,0,0,0
A-1237326,2,Mostly Cloudy,Day,11,12,2,77.86666666666666,0.0,68.0,10.0,0,0,0,0,0,0,0
A-1290038,2,Fair,Day,18,9,1,59.8,0.0,79.0,10.0,0,0,1,0,0,1,0
A-1272435,2,Fair,Night,5,11,1,45.766666666666666,0.0,54.0,7.0,0,0,0,0,0,0,0
A-1270561,2,Mostly Cloudy,Day,8,11,2,142.68333333333334,0.0,65.0,10.0,0,0,1,0,0,0,1
A-1217030,3,Mostly Cloudy,Day,9,12,2,81.35,0.0,42.0,10.0,0,0,0,0,0,0,0
A-1247663,3,Fair,Night,6,11,6,235.26666666666668,0.0,32.0,10.0,0,0,0,0,0,0,0
A-1229717,2,Light Rain,Day,7,12,0,58.916666666666664,0.0,53.0,3.0,0,0,0,0,0,0,0
A-1296180,2,Cloudy,Day,10,9,5,74.63333333333334,0.0,75.0,3.0,0,0,0,0,0,0,0
A-1266219,3,Fair,Day,8,11,5,52.68333333333333,0.0,30.0,10.0,0,0,0,0,0,0,0
A-1214271,2,Fog,Day,7,12,6,94.83333333333333,0.0,41.0,0.5,0,0,0,0,0,0,0
A-1244801,3,Fair,Night,6,12,1,44.1,0.0,59.0,10.0,0,0,0,0,0,0,0
A-1260303,2,Mostly Cloudy,Day,16,11,2,44.71666666666667,0.0,35.0,10.0,0,0,0,0,0,0,0
A-1281703,2,Fair,Night,6,11,2,61.63333333333333,0.0,35.0,10.0,0,0,0,0,0,0,0
A-1228483,3,Cloudy,Day,13,12,1,29.866666666666667,0.0,50.0,10.0,0,0,0,0,0,0,0
A-1222862,2,Fair,Night,6,12,4,89.71666666666667,0.0,53.0,10.0,0,0,0,0,0,0,0
A-1215448,2,Light Rain,Night,7,12,3,91.65,0.0,39.0,4.0,0,0,0,0,0,0,0
A-1265823,3,Fair,Night,17,11,6,29.8,0.0,65.0,10.0,0,0,0,0,0,0,0
A-1246350,2,Light Snow,Night,17,11,0,89.8,0.0,33.0,0.75,0,0,0,0,0,0,0
A-1211689,2,Cloudy,Day,7,12,1,29.866666666666667,0.0,49.0,8.0,0,0,0,0,0,0,0
A-1273336,3,Cloudy,Day,15,11,1,75.15,0.0,45.0,10.0,0,0,0,0,0,0,0
A-1284325,3,Light Drizzle,Day,13,11,1,117.86666666666666,0.0,52.0,2.0,0,0,0,0,0,0,0
A-1250704,3,Cloudy,Night,18,11,2,107.1,0.0,55.0,10.0,0,0,0,0,0,0,0
A-1278375,3,Mostly Cloudy,Day,13,11,4,43.85,0.0,68.0,10.0,0,0,0,0,0,0,0
A-1301359,3,Heavy Rain,Day,12,9,2,59.733333333333334,0.0,70.0,2.0,0,0,0,0,0,0,0
A-1227752,2,Fair,Night,16,12,2,29.65,0.0,64.0,10.0,0,0,0,0,0,0,0
A-1304171,2,Mostly Cloudy,Night,5,9,4,112.53333333333333,0.0,75.0,10.0,0,0,1,0,0,0,0
A-1217168,3,Fair,Day,12,12,2,83.85,0.0,73.0,10.0,0,0,0,0,0,0,0
A-1252829,2,Fair,Day,9,11,1,59.75,0.0,70.0,10.0,0,0,0,0,0,0,1
A-1282245,2,Fair,Day,9,11,2,88.88333333333334,0.0,65.0,10.0,0,0,1,0,0,0,1
A-1214198,3,Fair,Day,16,12,6,29.733333333333334,0.0,67.0,10.0,0,0,0,0,0,0,0
A-1272118,2,Mostly Cloudy,Night,17,11,2,62.55,0.0,55.0,10.0,0,0,0,1,0,0,0
A-1233787,2,Fair,Night,17,12,4,59.63333333333333,0.0,39.0,10.0,0,0,0,0,0,0,0
A-1229847,2,Mostly Cloudy,Day,16,12,0,59.3,0.0,47.0,10.0,0,0,1,0,0,0,1
A-1284631,2,Fair / Windy,Day,16,11,0,59.45,0.0,37.0,10.0,0,0,1,0,0,0,1
A-1247028,3,Fair,Day,13,11,0,97.6,0.0,50.0,10.0,0,0,0,1,0,0,0
A-1255329,3,Fair,Night,19,11,0,29.55,0.0,58.0,10.0,0,0,0,0,0,0,0
A-1217704,2,Mostly Cloudy,Day,15,12,2,61.25,0.0,61.0,10.0,0,0,0,0,0,0,0
A-1241908,2,Fair,Day,15,12,3,29.666666666666668,0.0,41.0,10.0,0,0,0,1,0,0,0
A-1226179,3,Wintry Mix,Night,17,12,2,45.55,0.0,27.0,3.0,0,0,0,0,0,0,0
A-1256893,2,Fair,Night,18,11,4,135.75,0.0,53.0,10.0,0,0,0,0,0,0,0
A-1299141,2,Fair,Day,7,9,1,59.516666666666666,0.0,83.0,10.0,0,0,0,0,0,0,0
A-1213068,2,Partly Cloudy,Day,9,12,0,47.583333333333336,0.3199999928474426,27.0,10.0,0,0,0,0,0,0,0
A-1274348,2,Fair,Day,8,11,0,29.633333333333333,0.0,48.0,10.0,0,0,0,0,0,0,0
A-1236673,2,Fair,Day,7,12,2,30.583333333333332,0.0,45.0,10.0,0,0,0,0,0,0,1
A-1212584,3,Partly Cloudy,Day,15,12,0,119.55,0.0,51.0,10.0,0,0,0,0,0,0,0
A-1303005,2,Mostly Cloudy,Day,18,9,3,123.36666666666666,0.0,86.0,10.0,0,0,0,0,0,0,0
A-1308719,2,Fair,Day,7,9,1,59.483333333333334,0.0,52.0,10.0,0,0,0,0,0,0,0
A-1278036,2,Fair,Night,4,11,4,45.65,0.0,70.0,10.0,0,0,0,0,0,0,0
A-1229836,3,Light Rain / Windy,Day,11,12,0,89.56666666666666,0.0,48.0,2.0,0,0,0,0,0,0,0
A-1286315,3,Fair,Day,15,11,0,59.03333333333333,0.239999994635582,79.0,10.0,0,0,0,0,0,0,0
A-1237553,2,Fair,Night,6,12,1,89.71666666666667,0.0,32.0,10.0,0,0,1,0,0,0,1
A-1223723,2,Mostly Cloudy,Day,13,12,4,162.61666666666667,0.0,34.0,10.0,0,0,0,0,0,0,1
A-1274098,2,Fair,Night,17,11,1,145.95,0.8000000119209291,60.0,10.0,0,0,0,0,0,0,0
A-1263304,2,Fair,Day,9,11,1,61.86666666666667,0.0,67.0,10.0,0,0,0,0,0,0,1
A-1279377,3,Fair,Day,10,11,3,51.21666666666667,0.0,58.0,10.0,0,0,0,0,0,0,0
A-1252636,2,Fair,Night,18,11,1,76.76666666666667,0.0,46.0,10.0,0,0,1,0,0,0,1
A-1299168,2,Fair,Night,6,9,1,29.733333333333334,0.0,78.0,10.0,0,0,0,0,0,0,0
A-1256399,3,Fair,Day,7,11,5,151.3,0.0,38.0,7.0,0,0,0,0,0,0,0
A-1256153,2,Fair,Day,7,11,6,110.91666666666667,0.0,35.0,3.0,0,0,1,0,0,0,1
A-1275022,2,Partly Cloudy,Night,18,11,0,59.78333333333333,0.0,62.0,10.0,0,0,0,0,0,0,1
A-1281729,2,Patches of Fog,Day,8,11,2,59.8,0.0,37.0,10.0,0,0,0,0,0,0,0
A-1220603,2,Light Snow,Night,5,12,0,76.08333333333333,0.0,34.0,9.0,1,0,1,0,0,0,1
A-1214899,3,Light Snow,Day,13,12,4,142.7,0.0,18.0,6.0,0,0,0,0,0,0,0
A-1285187,2,Fair,Night,5,11,0,59.15,0.0,48.0,10.0,0,0,0,0,0,0,0
A-1247002,2,Fair,Night,6,11,0,45.416666666666664,0.0,34.0,10.0,0,0,0,0,0,0,0
A-1274193,3,Fair,Day,9,11,1,59.6,0.0,64.0,10.0,0,0,0,0,0,0,0
A-1228246,2,Fair,Day,8,12,1,63.06666666666667,0.0,32.0,10.0,0,0,0,0,0,0,0
A-1217162,3,Fair,Day,9,12,2,59.516666666666666,7.019999980926514,57.0,10.0,0,0,0,0,0,0,0
A-1261795,3,Mostly Cloudy,Night,6,11,2,46.25,0.0,61.0,10.0,0,0,0,1,0,0,0
A-1282474,2,Fair,Night,18,11,2,29.833333333333332,0.0,80.0,10.0,0,0,1,0,0,0,1
A-1249732,2,Fair,Night,4,11,3,75.23333333333333,0.0,55.0,10.0,0,0,0,0,0,0,0
A-1222512,2,Light Snow,Day,11,12,4,48.53333333333333,0.0,24.0,9.0,0,0,0,0,0,0,0
A-1288616,2,Fair,Day,18,9,0,59.81666666666667,0.0,86.0,10.0,0,0,0,0,0,0,0
A-1281205,2,Fair,Day,6,11,2,42.65,0.0,37.0,10.0,0,0,1,0,0,0,0
A-1269580,3,Mostly Cloudy,Day,15,11,3,36.45,0.0,53.0,10.0,0,0,0,0,0,0,0
A-1232815,3,Mostly Cloudy,Day,11,12,4,29.266666666666666,1.2100000381469729,73.0,10.0,0,0,0,0,0,0,0
A-1217480,2,Light Rain,Night,18,12,2,29.683333333333334,0.0,50.0,10.0,0,0,0,0,0,0,1
A-1288281,2,Fair,Day,8,9,0,137.0,0.0,67.0,10.0,0,0,0,0,0,0,0
A-1226130,3,Light Snow,Night,20,12,2,29.716666666666665,0.0,25.0,0.5,1,0,1,0,0,0,0
A-1240790,3,Cloudy,Night,23,12,6,41.733333333333334,0.0,35.0,10.0,0,0,0,0,0,0,0
A-1288854,2,Fair,Night,4,9,0,122.28333333333333,0.0,69.0,10.0,0,0,0,0,0,0,0
A-1286569,3,Fair / Windy,Night,6,11,6,110.41666666666667,0.0,23.0,10.0,0,0,0,0,0,0,0
A-1241914,2,Cloudy,Day,15,12,3,29.483333333333334,0.0,44.0,10.0,0,0,0,0,0,0,0
A-1244295,2,Cloudy,Night,4,12,1,167.86666666666667,0.0,30.0,10.0,0,0,1,0,0,0,0
A-1287717,3,Fair,Day,8,9,6,74.41666666666667,0.0,68.0,10.0,0,0,0,0,0,0,0
A-1231285,2,Mostly Cloudy,Day,14,12,6,61.666666666666664,1.690000057220459,35.0,10.0,0,0,0,1,0,0,0
A-1261843,3,Mostly Cloudy,Day,9,11,2,45.516666666666666,0.0,59.0,10.0,0,0,0,0,0,0,0
A-1240929,2,Fog,Day,8,12,6,94.33333333333333,0.4000000059604645,46.0,2.0,0,0,0,0,0,0,0
A-1272213,2,Fair,Day,6,11,2,29.633333333333333,0.0,43.0,10.0,0,0,1,0,0,0,0
A-1299145,2,Partly Cloudy,Day,7,9,1,74.11666666666666,0.0,82.0,10.0,0,0,0,0,0,0,0
A-1243484,3,Partly Cloudy,Day,8,12,2,43.8,0.0,27.0,10.0,0,0,0,0,0,0,0
A-1257845,2,Fair,Night,18,11,4,29.666666666666668,0.0,50.0,10.0,0,0,0,0,0,0,0
A-1297316,3,Fair,Day,16,9,0,62.166666666666664,4.300000190734863,,10.0,0,0,0,0,0,0,0
A-1254505,2,Fair,Day,7,11,0,45.1,0.0,55.0,10.0,0,0,1,0,0,0,1
A-1282069,2,Fair,Day,8,11,2,29.8,0.0,61.0,10.0,0,0,0,0,0,0,1
A-1252054,3,Fair,Day,16,11,2,47.71666666666667,0.0,59.0,10.0,0,0,0,1,0,0,0
A-1247015,2,Fair,Day,8,11,0,79.88333333333334,0.0,27.0,10.0,0,0,0,0,0,0,1
A-1286120,2,Fair,Day,13,11,0,94.88333333333334,0.0,69.0,8.0,0,0,0,0,0,1,0
A-1227110,3,Cloudy,Day,7,12,2,60.266666666666666,0.0,34.0,10.0,0,0,0,0,0,0,0
A-1297577,2,Fair,Night,6,9,0,29.0,0.0,78.0,10.0,0,0,0,0,0,0,0
A-1216211,2,Fair,Day,16,12,3,91.88333333333334,0.0,41.0,10.0,0,0,0,0,0,0,0
A-1235196,2,Fair,Day,11,12,3,75.73333333333333,0.0,60.0,10.0,0,0,1,0,0,0,1
A-1269394,3,Cloudy,Night,5,11,3,134.58333333333334,0.0,75.0,4.0,0,0,0,0,0,0,0
A-1265832,3,Fair,Night,18,11,6,84.96666666666667,0.0,52.0,10.0,0,0,0,0,0,0,0
A-1302253,2,Light Rain,Day,16,9,3,66.48333333333333,0.0,72.0,5.0,0,0,1,0,0,0,0
A-1233752,2,Mostly Cloudy,Day,16,12,4,59.56666666666667,0.0,45.0,10.0,0,0,0,0,0,0,0
A-1252761,2,Fair,Day,8,11,1,29.633333333333333,0.0,68.0,10.0,0,0,1,0,1,0,0
A-1250016,2,Mostly Cloudy,Day,10,11,3,59.85,0.0,63.0,10.0,0,0,0,0,0,0,0
A-1305736,2,Fair,Day,9,9,5,45.583333333333336,0.0,64.0,10.0,0,0,0,0,0,0,0
A-1294634,2,Partly Cloudy,Day,7,9,4,63.4,0.0,66.0,7.0,0,0,0,0,0,0,0
A-1227035,3,Cloudy,Day,8,12,2,60.81666666666667,0.0,30.0,7.0,0,0,0,0,0,0,0
A-1289695,2,Mostly Cloudy,Day,10,9,1,45.13333333333333,0.0,67.0,10.0,0,0,0,0,0,0,0
A-1295174,2,Haze,Day,10,9,4,59.71666666666667,0.0,74.0,6.0,0,0,0,0,0,0,0
A-1242671,2,Fair,Night,5,12,2,54.28333333333333,0.0,30.0,10.0,0,0,0,0,0,0,0
A-1250441,3,Rain,Day,16,11,2,29.133333333333333,6.710000038146973,47.0,3.0,0,0,0,0,0,0,0
A-1252468,3,Fair,Day,16,11,1,45.68333333333333,0.0,45.0,10.0,0,0,0,0,0,0,0
A-1221942,3,Mostly Cloudy,Day,10,12,5,30.4,0.0,39.0,10.0,0,0,0,0,0,0,0
A-1305342,2,Fair,Day,13,9,4,59.766666666666666,0.0,96.0,10.0,0,0,0,0,0,0,0
A-1249226,3,Fair,Day,13,11,4,77.6,0.0,53.0,10.0,0,0,0,0,0,0,0
A-1285960,2,Fair,Night,18,11,0,29.65,22.46999931335449,51.0,10.0,0,0,0,0,0,0,0
A-1226482,2,Cloudy,Night,18,12,2,29.833333333333332,0.0,37.0,5.0,0,0,0,0,0,0,0
A-1299220,2,Fair,Night,7,9,1,109.53333333333333,0.0,77.0,10.0,0,0,1,0,0,0,0
A-1210659,2,Cloudy,Night,6,12,2,92.85,0.0,60.0,7.0,0,0,0,0,0,0,0
A-1278513,4,Mostly Cloudy,Night,4,11,4,224.3,0.0,59.0,10.0,0,0,0,0,0,0,0
A-1296652,3,Fair,Night,3,9,5,29.65,0.0,64.0,5.0,0,0,0,0,0,0,0
A-1236834,3,Fair,Night,17,12,2,44.233333333333334,0.0,68.0,10.0,0,0,0,0,0,0,0
A-1300991,3,Fair,Night,20,9,2,43.7,0.0,65.0,10.0,0,0,0,0,0,0,0
A-1256290,2,Fair,Day,8,11,5,59.71666666666667,0.0,58.0,10.0,0,0,0,0,0,0,0
A-1251540,2,Cloudy,Day,9,11,2,29.016666666666666,0.0,75.0,10.0,0,0,0,0,0,0,0
A-1308938,2,Fair,Day,17,9,1,91.46666666666667,3.3499999046325684,80.0,10.0,0,0,0,0,0,0,0
A-1244980,2,Fair,Day,8,12,1,64.9,0.0,36.0,10.0,0,0,1,0,0,0,0
A-1300585,2,Cloudy,Day,17,9,2,66.23333333333333,0.0,76.0,10.0,0,0,1,0,0,0,1
A-1290337,2,Fair,Day,7,9,1,60.983333333333334,0.0,72.0,10.0,0,0,0,0,0,0,0
A-1307204,2,Cloudy,Night,6,9,0,156.5,2.4100000858306885,74.0,10.0,0,0,0,0,0,0,0
A-1216470,2,Fair,Night,6,12,3,141.86666666666667,0.0,37.0,10.0,0,0,0,0,0,0,0
A-1241147,2,Mostly Cloudy,Night,16,12,3,59.666666666666664,0.0,43.0,10.0,0,0,1,0,0,0,1
A-1308582,2,Fair,Day,8,9,1,29.9,0.0,76.0,10.0,0,0,1,0,0,0,1
A-1260656,2,Fair,Day,11,11,2,76.95,0.0,48.0,10.0,0,0,0,0,0,0,1
A-1296692,3,Haze,Day,10,9,5,74.83333333333333,0.0,74.0,4.0,0,0,0,0,0,0,0
A-1210270,3,Light Rain,Night,19,12,2,92.6,0.0,33.0,10.0,0,0,0,0,0,0,0
A-1247706,2,Mostly Cloudy,Night,19,11,5,658.15,0.0,75.0,10.0,0,0,0,0,0,0,0
A-1284651,2,Mostly Cloudy,Night,6,11,0,46.06666666666667,0.0,30.0,10.0,0,0,0,0,0,0,0
A-1293380,2,Fair,Day,10,9,2,224.78333333333333,0.0,78.0,10.0,0,0,0,0,0,0,1
A-1273902,2,Fair,Day,7,11,1,59.766666666666666,0.0,46.0,10.0,0,0,0,0,0,0,0
A-1268635,3,Cloudy,Day,12,11,3,36.78333333333333,0.0,53.0,10.0,0,0,0,0,0,0,0
A-1298022,3,Fair,Night,5,9,0,107.5,0.0,61.0,10.0,0,0,0,0,0,0,0
A-1287485,3,Fair,Day,17,10,5,149.63333333333333,0.0,76.0,10.0,0,0,0,0,0,0,0
A-1210202,3,Cloudy,Night,18,12,2,29.05,0.0,50.0,10.0,0,0,0,0,0,0,0
A-1234183,2,Fair,Night,4,12,3,86.16666666666667,0.0,38.0,10.0,0,0,0,0,0,0,0
A-1240091,2,Partly Cloudy,Day,14,12,0,149.68333333333334,0.0,43.0,10.0,0,0,0,0,0,0,1
A-1263620,2,Rain,Night,17,11,1,124.76666666666667,0.0,57.0,4.0,0,0,0,0,0,1,0
A-1279845,2,Mostly Cloudy,Day,7,11,3,104.46666666666667,0.0,77.0,10.0,0,0,0,0,0,0,0
A-1292913,3,Cloudy,Day,14,9,3,196.66666666666666,0.0,65.0,10.0,0,0,0,0,0,0,1
A-1283433,2,Fair,Night,4,11,1,44.05,0.0,32.0,10.0,0,0,1,0,0,0,0
A-1217119,3,Fair,Day,14,12,2,122.16666666666667,0.0,76.0,10.0,0,0,1,0,0,0,1
A-1269827,2,Cloudy,Day,7,11,3,104.03333333333333,0.0,74.0,10.0,0,0,0,0,0,0,0
A-1262059,3,Fair,Night,17,11,2,69.16666666666667,0.0,49.0,10.0,0,0,0,0,0,0,0
A-1258336,2,Fair,Night,5,11,4,46.6,0.0,45.0,10.0,0,0,1,0,0,0,1
A-1212864,2,Fair,Night,4,12,0,29.416666666666668,0.0,31.0,9.0,0,0,0,0,0,0,0
A-1234249,2,Partly Cloudy,Day,11,12,3,60.65,0.0,46.0,10.0,0,0,0,0,0,0,1
A-1234262,3,Fair,Day,13,12,3,119.55,0.0,48.0,10.0,0,0,0,0,0,0,0
A-1288663,3,Mostly Cloudy,Night,22,9,0,59.3,0.0,75.0,10.0,0,0,0,1,0,0,0
A-1283831,2,Fair,Night,6,11,1,29.666666666666668,0.0,41.0,10.0,0,0,0,0,0,0,0
A-1285831,3,Fair,Day,6,11,0,78.03333333333333,0.0,42.0,10.0,0,0,0,0,0,0,0
A-1277861,2,Fair,Day,17,11,4,29.733333333333334,0.0,73.0,10.0,0,0,0,0,0,0,0
A-1216190,2,Fair,Day,8,12,3,29.666666666666668,0.0,31.0,10.0,0,0,0,0,0,0,0
A-1260793,2,Fair,Day,8,11,2,44.416666666666664,0.0,76.0,10.0,0,0,0,0,0,0,0
A-1239715,2,Mostly Cloudy,Night,17,12,0,155.61666666666667,0.0,54.0,10.0,0,0,0,1,0,0,0
A-1306897,2,Fair,Day,10,9,0,104.66666666666667,0.0,59.0,10.0,0,0,0,0,0,0,1
A-1216101,3,Fair,Night,18,12,3,44.63333333333333,0.0,49.0,10.0,0,0,1,0,0,0,1
A-1244605,3,Light Snow,Night,6,12,1,82.36666666666666,0.0,29.0,1.0,0,0,0,0,0,0,1
A-1223548,2,Fair,Night,18,12,4,61.5,0.0,39.0,10.0,0,0,0,0,0,0,0
A-1287733,3,Fair,Day,19,9,6,59.7,0.0,67.0,10.0,0,0,0,0,0,0,0
A-1249906,2,Cloudy,Day,10,11,3,44.55,0.0,67.0,10.0,0,0,0,0,0,0,1
A-1246035,3,Heavy Rain,Day,12,11,0,233.66666666666666,2.470000028610229,43.0,1.0,0,0,0,0,0,0,0
A-1229919,3,Fair,Night,4,12,0,42.78333333333333,0.0,67.0,10.0,0,0,0,1,0,0,0
A-1267635,2,Fair,Night,18,11,4,55.81666666666667,0.0,54.0,10.0,0,0,0,0,0,0,1
A-1251778,2,Mostly Cloudy,Night,4,11,2,106.26666666666667,0.0,74.0,10.0,0,0,0,0,0,0,0
A-1240677,2,Fair,Night,20,12,6,65.01666666666667,0.0,74.0,10.0,0,0,0,0,0,0,1
A-1263982,3,Fair,Night,6,11,0,82.05,0.0,36.0,10.0,0,0,0,0,0,0,0
A-1289414,2,Cloudy,Day,8,9,1,60.833333333333336,0.0,62.0,8.0,0,0,0,0,0,0,0
A-1211645,2,Fair,Night,19,12,1,59.766666666666666,0.0,50.0,10.0,0,0,0,0,0,0,0
A-1276626,2,Fair,Day,12,11,5,44.766666666666666,0.0,75.0,10.0,0,0,1,0,0,0,1
A-1284863,2,Partly Cloudy,Day,7,11,0,44.63333333333333,0.0,41.0,10.0,0,0,0,0,0,0,1
A-1226434,2,Rain,Day,8,12,2,29.75,0.0,33.0,1.0,0,0,0,0,0,0,0
A-1211027,3,Fair,Night,17,12,2,155.05,0.0,53.0,10.0,0,0,0,0,0,0,0
A-1270875,2,Light Rain,Night,17,11,2,75.33333333333333,0.0,73.0,10.0,0,0,0,0,0,0,0
A-1227225,2,Cloudy,Day,10,12,2,99.6,0.0,37.0,9.0,0,0,1,0,0,0,1
A-1284432,2,Mostly Cloudy,Night,17,11,1,45.233333333333334,0.0,62.0,10.0,0,0,0,0,0,0,0
A-1227014,2,Cloudy,Night,17,12,2,76.05,0.0,33.0,10.0,0,0,0,0,0,0,1
A-1264365,2,Fair,Day,13,11,0,104.51666666666667,0.0,64.0,10.0,1,0,0,0,0,0,1
A-1253878,2,Fair,Day,12,11,1,106.76666666666667,0.0,65.0,10.0,0,0,0,0,0,0,0
A-1240371,3,Fair,Day,8,12,0,75.31666666666666,0.0,57.0,10.0,0,0,0,0,0,0,0
A-1251730,2,Cloudy,Day,8,11,2,122.78333333333333,0.0,57.0,7.0,0,0,0,0,0,0,1
A-1257578,3,Fair,Day,17,11,4,59.53333333333333,0.0,59.0,10.0,0,0,0,0,0,0,0
A-1238940,2,Mostly Cloudy,Day,8,12,0,75.91666666666667,0.0,34.0,10.0,0,0,0,0,0,0,0
A-1309319,2,Mostly Cloudy,Day,18,9,1,62.416666666666664,0.0,68.0,10.0,0,0,1,0,0,0,0
A-1307776,3,Partly Cloudy,Night,4,9,0,110.55,0.0,57.0,10.0,0,0,0,0,0,0,0
A-1308240,2,Fair,Day,7,9,1,29.783333333333335,0.0,43.0,10.0,0,0,0,0,0,1,0
